,Species,CommonName,TaxonomicGrouping,FilterRegion,FilterSubRegion,ManagementBody,ManagementPlan,DistributionProjectName
709,Hypanus say,Bluntnose stingray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Northeast US,,,Not for IDW
710,Illex illecebrosus,Northern shortfin squid,"Cephalopoda (squid, octopus)",US East Coast,Northeast US,MAFMC,"Mackerel, Squid and Butterfish",NMFS/Rutgers IDW Interpolation
711,Larimus fasciatus,Banded drum,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Northeast US,,,Not for IDW
712,Leiostomus xanthurus,Spot,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Northeast US,ASMFC,Interstate Fishery Management Plan ,Not for IDW
713,Lepophidium profundorum,Fawn cusk-eel,Ophidiiformes (Cusk eels) ,US East Coast,Northeast US,,,NMFS/Rutgers IDW Interpolation
714,Leucoraja erinaceus,Little skate,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Northeast US,NEFMC,Northeast Skate Complex,NMFS/Rutgers IDW Interpolation
715,Leucoraja garmani,Rosette skate,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Northeast US,NEFMC,Northeast Skate Complex,NMFS/Rutgers IDW Interpolation
716,Leucoraja ocellata,Winter skate,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Northeast US,NEFMC,Northeast Skate Complex,NMFS/Rutgers IDW Interpolation
717,Limulus polyphemus,Horseshoe crab,Xiphosura (horseshoe crabs),US East Coast,Northeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
718,Lithodes maja,Norway king crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,,,Not for IDW
719,Lophius americanus,Monkfish,Lophiiformes (Anglerfishes),US East Coast,Northeast US,MAFMC,Monkfish,NMFS/Rutgers IDW Interpolation
720,Lophius americanus,Monkfish,Lophiiformes (Anglerfishes),US East Coast,Northeast US,NEFMC,Monkfish,NMFS/Rutgers IDW Interpolation
721,Malacoraja senta,Smooth skate,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Northeast US,NEFMC,Northeast Skate Complex,NMFS/Rutgers IDW Interpolation
722,Maurolicus weitzmani,Atlantic pearlside,Stomiiformes (Lightfishes and dragonfishes),US East Coast,Northeast US,,,Not for IDW
723,Melanogrammus aeglefinus,Haddock,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
724,Menticirrhus americanus,Southern kingfish,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Northeast US,,,Not for IDW
725,Menticirrhus saxatilis,Northern kingfish,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Northeast US,,,Not for IDW
726,Merluccius albidus,Offshore hake,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
727,Merluccius bilinearis,Silver hake,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
728,Micropogonias undulatus,Atlantic croaker,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Northeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
729,Mustelus canis,Smooth dogfish,Elasmobranchii: Selachii (sharks),US East Coast,Northeast US,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,NMFS/Rutgers IDW Interpolation
730,Myliobatis freminvillei,Bullnose eagle ray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Northeast US,,,Not for IDW
731,Myoxocephalus octodecemspinosus,Longhorn sculpin,Perciformes/Cottoidei (sculpins),US East Coast,Northeast US,,,NMFS/Rutgers IDW Interpolation
732,Myxine glutinosa,Atlantic hagfish,Myxiniformes (Hagfishes),US East Coast,Northeast US,,,Not for IDW
733,Myzopsetta ferruginea,Yellowtail flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
734,Opisthonema oglinum,Atlantic thread herring,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Northeast US,,,Not for IDW
735,Ovalipes ocellatus,Ocellate lady crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,,,Not for IDW
736,Ovalipes stephensoni,Coarsehand lady crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,,,Not for IDW
737,Pandalus borealis,Atlantic northern shrimp,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
738,Pandalus montagui,Aesop shrimp,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,,,Not for IDW
739,Paralichthys dentatus,Summer flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Northeast US,ASMFC,"Summer Flounder, Scup and Black Sea Bass",NMFS/Rutgers IDW Interpolation
740,Paralichthys dentatus,Summer flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Northeast US,MAFMC,"Summer Flounder, Scup and Black Sea Bass",NMFS/Rutgers IDW Interpolation
741,Pasiphaea multidentata,Pink glass shrimp,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,,,Not for IDW
742,Peprilus triacanthus,American butterfish,Scombriformes (Mackerels),US East Coast,Northeast US,MAFMC,"Mackerel, Squid and Butterfish",NMFS/Rutgers IDW Interpolation
743,Peristedion miniatum,Armored searobin,Perciformes/Scorpaenoidei (Scorpionfishes),US East Coast,Northeast US,,,Not for IDW
744,Phycis chesteri,Longfin hake,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
745,Placopecten magellanicus,Atlantic sea scallop,"Bivalvia (clams, muscles, oyster, arks, etc)",US East Coast,Northeast US,NEFMC,Atlantic Sea Scallop,NMFS/Rutgers IDW Interpolation
746,Pollachius virens,Pollock,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
747,Polymixia lowei,Beardfish,Polymixiiformes (Beardfishes),US East Coast,Northeast US,,,Not for IDW
748,Pomatomus saltatrix,Bluefish,Scombriformes (Mackerels),US East Coast,Northeast US,ASMFC,Bluefish,NMFS/Rutgers IDW Interpolation
749,Pomatomus saltatrix,Bluefish,Scombriformes (Mackerels),US East Coast,Northeast US,MAFMC,Bluefish,NMFS/Rutgers IDW Interpolation
750,Pontophilus norvegicus,Norwegian shrimp,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,,,Not for IDW
751,Prionotus carolinus,Northern searobin,Perciformes/Scorpaenoidei (Scorpionfishes),US East Coast,Northeast US,,,NMFS/Rutgers IDW Interpolation
752,Prionotus evolans,Striped searobin,Perciformes/Scorpaenoidei (Scorpionfishes),US East Coast,Northeast US,,,Not for IDW
753,Pseudopleuronectes americanus,Winter flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Northeast US,ASMFC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
754,Pseudopleuronectes americanus,Winter flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
755,Rhizoprionodon terraenovae,Atlantic sharpnose shark,Elasmobranchii: Selachii (sharks),US East Coast,Northeast US,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,NMFS/Rutgers IDW Interpolation
756,Rostroraja eglanteria,Clearnose skate,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Northeast US,NEFMC,Northeast Skate Complex,NMFS/Rutgers IDW Interpolation
757,Sardinella aurita,Spanish sardine,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Northeast US,,,Not for IDW
758,Scomber scombrus,Atlantic mackerel,Scombriformes (Mackerels),US East Coast,Northeast US,MAFMC,"Mackerel, Squid and Butterfish",NMFS/Rutgers IDW Interpolation
759,Scomberesox saurus,Atlantic saury,Scombriformes (Mackerels),US East Coast,Northeast US,,,Not for IDW
760,Scomberomorus maculatus,Spanish mackerel,Scombriformes (Mackerels),US East Coast,Northeast US,,,Not for IDW
761,Scophthalmus aquosus,Windowpane flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
762,Scyliorhinus retifer,Chain catshark,Elasmobranchii: Selachii (sharks),US East Coast,Northeast US,,,Not for IDW
763,Sebastes fasciatus,Acadian redfish,Perciformes/Scorpaenoidei (Scorpionfishes),US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
764,Selene setapinnis,Atlantic moonfish,Carangiformes (Jacks),US East Coast,Northeast US,,,Not for IDW
765,Sphoeroides maculatus,Northern puffer,Tetraodontiformes (puffers and filefishes),US East Coast,Northeast US,,,Not for IDW
766,Squalus acanthias,Spiny dogfish,Elasmobranchii: Selachii (sharks),US East Coast,Northeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
767,Squalus acanthias,Spiny dogfish,Elasmobranchii: Selachii (sharks),US East Coast,Northeast US,MAFMC,Spiny Dogfish,NMFS/Rutgers IDW Interpolation
768,Squalus acanthias,Spiny dogfish,Elasmobranchii: Selachii (sharks),US East Coast,Northeast US,NEFMC,Spiny Dogfish,NMFS/Rutgers IDW Interpolation
769,Stenotomus chrysops,Scup,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Northeast US,ASMFC,"Summer Flounder, Scup and Black Sea Bass",NMFS/Rutgers IDW Interpolation
770,Stenotomus chrysops,Scup,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Northeast US,MAFMC,"Summer Flounder, Scup and Black Sea Bass",NMFS/Rutgers IDW Interpolation
771,Synodus foetens,Inshore lizardfish,"Aulopiformes (Grinners, lizardfish)",US East Coast,Northeast US,,,Not for IDW
772,Tautogolabrus adspersus,Cunner,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Northeast US,,,Not for IDW
773,Trachurus lathami,Rough scad,Carangiformes (Jacks),US East Coast,Northeast US,,,Not for IDW
774,Trichiurus lepturus,Atlantic cutlassfish,Scombriformes (Mackerels),US East Coast,Northeast US,,,Not for IDW
775,Urophycis chuss,Red hake,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
776,Urophycis regia,Spotted hake,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Northeast US,,,NMFS/Rutgers IDW Interpolation
777,Urophycis tenuis,White hake,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
778,Zenopsis conchifer,Silvery john dory,Zeiformes (Dories),US East Coast,Northeast US,,,Not for IDW
779,Zoarces americanus,Ocean pout,Perciformes/Zoarcoidei (Eelpouts and pricklebacks),US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
780,Crangon septemspinosa,Sevenspine bay shrimp,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,,,Not for IDW
781,Etropus microstomus,Smallmouth flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Northeast US,,,Not for IDW
782,Lebbeus polaris,Polar lebbeid,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,,,Not for IDW
783,Menidia menidia,Atlantic silverside,Atheriniformes (Silversides),US East Coast,Northeast US,,,Not for IDW
784,Acanthostracion quadricornis,Scrawled cowfish,Tetraodontiformes (puffers and filefishes),US East Coast,Southeast US,,,Not for IDW
785,Achelous gibbesii,Iridescent swimming crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
786,Achelous spinimanus,Blotched swimming crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
787,Aetobatus narinari,Spotted eagle ray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,Not for IDW
788,Alosa aestivalis,Blueback herring,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Southeast US,ASMFC,Interstate Fishery Management Plan ,Not for IDW
789,Aluterus schoepfii,Orange filefish,Tetraodontiformes (puffers and filefishes),US East Coast,Southeast US,,,Not for IDW
790,Anchoa spp.,Anchovies,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
791,Ancylopsetta quadrocellata,Ocellated flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
792,Archosargus probatocephalus,Sheepshead,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,Not for IDW
793,Arenaeus cribrarius,Speckled swimming crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
794,Ariopsis felis,Hardhead catfish,Siluriformes (catfishes),US East Coast,Southeast US,,,Not for IDW
795,Bagre marinus,Gafftopsail catfish,Siluriformes (catfishes),US East Coast,Southeast US,,,Not for IDW
796,Bairdiella chrysoura,Silver perch,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
797,Bathytoshia centroura,Roughtail stingray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,Not for IDW
798,Brevoortia smithi,Yellowfin menhaden,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Southeast US,,,Not for IDW
799,Brevoortia tyrannus,Atlantic menhaden,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Southeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
800,Calamus leucosteus,Whitebone porgy,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,Not for IDW
801,Calappa flammea,Flame box crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,Not for IDW
802,Callinectes ornatus,Shelling crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
803,Callinectes sapidus,Blue crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
804,Callinectes similis,Lesser blue crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
805,Caranx crysos,Blue runner,Carangiformes (Jacks),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
806,Caranx hippos,Crevalle jack,Carangiformes (Jacks),US East Coast,Southeast US,,,Not for IDW
807,Carcharhinus acronotus,Blacknose shark,Elasmobranchii: Selachii (sharks),US East Coast,Southeast US,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,Not for IDW
808,Carcharhinus limbatus,Blacktip shark,Elasmobranchii: Selachii (sharks),US East Coast,Southeast US,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,Not for IDW
809,Centropristis philadelphica,Rock sea bass,Perciformes/Serranoidei (Groupers),US East Coast,Southeast US,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,NMFS/Rutgers IDW Interpolation
810,Centropristis striata,Black sea bass,Perciformes/Serranoidei (Groupers),US East Coast,Southeast US,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,NMFS/Rutgers IDW Interpolation
811,Chaetodipterus faber,Atlantic spadefish,Acanthuriformes (Surgeonfishes),US East Coast,Southeast US,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,NMFS/Rutgers IDW Interpolation
812,Charybdis (Charybdis) hellerii,Spiny hands,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,Not for IDW
813,Chilomycterus schoepfii,Striped burrfish,Tetraodontiformes (puffers and filefishes),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
814,Chloroscombrus chrysurus,Atlantic bumper,Carangiformes (Jacks),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
815,Citharichthys macrops,Spotted whiff,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
816,Citharichthys spilopterus,Bay whiff,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
817,Cynoscion nebulosus,Spotted weakfish,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,Not for IDW
818,Cynoscion nothus,Silver seatrout,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
819,Cynoscion regalis,Weakfish,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
820,Cynoscion regalis,Weakfish,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,NMFS/Rutgers IDW Interpolation
821,Decapterus punctatus,Round scad,Carangiformes (Jacks),US East Coast,Southeast US,,,Not for IDW
822,Diplectrum formosum,Sand perch,Perciformes/Serranoidei (Groupers),US East Coast,Southeast US,,,Not for IDW
823,Doryteuthis sp,Inshore Squid sp.,"Cephalopoda (squid, octopus)",US East Coast,Southeast US,SAFMC,,NMFS/Rutgers IDW Interpolation
824,Echeneis naucrates,Sharksucker,Carangiformes (Jacks),US East Coast,Southeast US,,,Not for IDW
825,Etropus crossotus,Fringed flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
826,Etropus cyclosquamus,Shelf flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
827,Eucinostomus spp.,Mojarras,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
828,Gibbesia neglecta,Lesser mantis shrimp,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
829,Gymnachirus melas,Naked sole,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,Not for IDW
830,Gymnura altavela,Spiny butterfly ray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,Not for IDW
831,Gymnura micrura,Smooth butterfly ray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
832,Harengula jaguana,Scaled sardine,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
833,Hepatus epheliticus,Calico box crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
834,Hippocampus erectus,Lined seahorse,Syngnathiformes (Seahorses),US East Coast,Southeast US,,,Not for IDW
835,Hypanus americanus,Southern stingray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
836,Hypanus sabinus,Atlantic stingray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
837,Hypanus say,Bluntnose stingray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
838,Lagocephalus laevigatus,Smooth puffer,Tetraodontiformes (puffers and filefishes),US East Coast,Southeast US,,,Not for IDW
839,Lagodon rhomboides,Pinfish,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
840,Larimus fasciatus,Banded drum,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
841,Leiostomus xanthurus,Spot,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
842,Limulus polyphemus,Horseshoe crab,Xiphosura (horseshoe crabs),US East Coast,Southeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
843,Lolliguncula brevis,Atlantic brief squid,"Cephalopoda (squid, octopus)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
844,Lutjanus synagris,Lane snapper,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,Not for IDW
845,Menippe mercenaria,Florida stone crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,Not for IDW
846,Menticirrhus americanus,Southern kingfish,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
847,Menticirrhus littoralis,Gulf kingfish,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
848,Menticirrhus saxatilis,Northern kingfish,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,Not for IDW
849,Micropogonias undulatus,Atlantic croaker,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
850,Mobula hypostoma,Devil ray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,Not for IDW
851,Mugil curema,White mullet,Mugiliformes (Mullets),US East Coast,Southeast US,,,Not for IDW
852,Myliobatis freminvillei,Bullnose eagle ray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
853,Narcine brasiliensis,Brazilian electric ray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,Not for IDW
854,Octopus vulgaris,Common octopus,"Cephalopoda (squid, octopus)",US East Coast,Southeast US,,,Not for IDW
855,Ogcocephalus cubifrons,NA,Lophiiformes (Anglerfishes),US East Coast,Southeast US,,,Not for IDW
856,Ogcocephalus rostellum,Palefin batfish,Lophiiformes (Anglerfishes),US East Coast,Southeast US,,,Not for IDW
857,Opisthonema oglinum,Atlantic thread herring,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
858,Orthopristis chrysoptera,Pigfish,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
859,Ovalipes ocellatus,Ocellate lady crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
860,Ovalipes stephensoni,Coarsehand lady crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
861,Pagurus longicarpus,Longwrist hermit crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,Not for IDW
862,Pagurus pollicaris,Gray hermit crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
863,Paralichthys albigutta,Gulf flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,Not for IDW
864,Paralichthys dentatus,Summer flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,ASMFC,"Summer Flounder, Scup and Black Sea Bass",NMFS/Rutgers IDW Interpolation
865,Paralichthys dentatus,Summer flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,MAFMC,"Summer Flounder, Scup and Black Sea Bass",NMFS/Rutgers IDW Interpolation
866,Paralichthys lethostigma,Southern flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
867,Penaeus aztecus,Brown shrimp,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,SAFMC,Shrimp Fishery of the South Atlantic Region,NMFS/Rutgers IDW Interpolation
868,Penaeus duorarum,Pink shrimp,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,SAFMC,Shrimp Fishery of the South Atlantic Region,NMFS/Rutgers IDW Interpolation
869,Penaeus setiferus,Northern white shrimp,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,SAFMC,Shrimp Fishery of the South Atlantic Region,NMFS/Rutgers IDW Interpolation
870,Peprilus paru,Harvestfish,Scombriformes (Mackerels),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
871,Peprilus triacanthus,American butterfish,Scombriformes (Mackerels),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
872,Persephona mediterranea,Mottled purse crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
873,Pilumnus sayi,Spineback hairy crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,Not for IDW
874,Pogonias cromis,Black drum,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Southeast US,ASMFC,Interstate Fishery Management Plan ,Not for IDW
875,Pomatomus saltatrix,Bluefish,Scombriformes (Mackerels),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
876,Porcellana sigsbeiana,Striped porcelain crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,Not for IDW
877,Portunus sayi,Sargassum swimming crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,Not for IDW
878,Prionotus carolinus,Northern searobin,Perciformes/Scorpaenoidei (Scorpionfishes),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
879,Prionotus evolans,Striped searobin,Perciformes/Scorpaenoidei (Scorpionfishes),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
880,Prionotus rubio,Blackwing searobin,Perciformes/Scorpaenoidei (Scorpionfishes),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
881,Prionotus scitulus,Leopard searobin,Perciformes/Scorpaenoidei (Scorpionfishes),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
882,Prionotus tribulus,Bighead searobin,Perciformes/Scorpaenoidei (Scorpionfishes),US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
883,Pseudobatos lentiginosus,Atlantic guitarfish,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,Not for IDW
884,Rachycentron canadum,Cobia,Carangiformes (Jacks),US East Coast,Southeast US,,,Not for IDW
885,Rhinoptera bonasus,Cownose ray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
886,Rhizoprionodon terraenovae,Atlantic sharpnose shark,Elasmobranchii: Selachii (sharks),US East Coast,Southeast US,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,NMFS/Rutgers IDW Interpolation
887,Rimapenaeus constrictus,Roughneck shrimp,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Southeast US,,,Not for IDW
888,Rostroraja eglanteria,Clearnose skate,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Southeast US,,,NMFS/Rutgers IDW Interpolation
